game_key,Project Name,Env Created,Engagement Type,Engagement Area Position X,Engagement Area Position Y,Engagement Area Size X,Engagement Area Size Y,Perceived Engagement Area Position X,Perceived Engagement Area Position Y,Perceived Engagement Area Size X,Perceived Engagement Area Size Y,Triggerzone Position X,Triggerzone Position Y,Triggerzone Size X,Triggerzone Size Y,Clickthrough,Clickthrough Area Position X,Clickthrough Area Position Y,Clickthrough Area Size X,Clickthrough Area Size Y,Perceived Clickthrough Area Position X,Perceived Clickthrough Area Position Y,Perceived Clickthrough Area Size X,Perceived Clickthrough Area Size Y,Adunit Size X,Adunit Size Y,Count,engagement,click_through
07241b86886714c9a87b343af765ab5e,adunit-el-pcl-mob,staging,drag,0.0,418.0,381.0,278.0,,,,,,,,,,,,,,,,,,600.0,900.0,,,
20b7868e670b87a842f3b4b95792bec7/beae1236b55a19528ca3,tbs-bodyyogurt-discover-copy,testing,"drag,collide,click",0.0,0.0,600.0,900.0,,,,,0.0,977.0,600.0,900.0,True,0.0,0.0,488.0,98.0,56.0,755.0,488.0,98.0,600.0,900.0,,,
275d7e6ab67768a3302ccab8ecb39892/908d9a73c34710ed072a,test,staging,"drag,click,collide",52.0,98.0,152.0,113.0,,,,,329.0,69.0,169.0,131.0,True,183.0,201.0,230.0,54.0,183.0,201.0,230.0,54.0,591.0,296.0,,,
4356a9cfa6dedd2c2e1e1d5a58d12c74,pcl test,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bcc5f2bff3560b7a0db67c9e623f4eb/a50968f86f788938cfcd,Burger King - Cheesy BBQ XL,testing,"click,collide,slide",0.0,0.0,600.0,900.0,,,,,0.0,990.0,600.0,900.0,True,0.0,0.0,600.0,110.0,0.0,790.0,600.0,110.0,600.0,900.0,,,
4e28a798266a17e4da852c5e5453a7fb,Burger King - Cheesy BBQ XL-copy,development,"click,collide,slide",0.0,0.0,600.0,900.0,,,,,0.0,990.0,600.0,900.0,True,0.0,0.0,600.0,110.0,0.0,790.0,600.0,110.0,600.0,900.0,,,
4f4e3b53d2d1eab246ff5e1246d53e03,adunit-epson-mts-mob-fr-imported,development,,,,,,,,,,,,,,,,,,,,,,,,,,,
50e6e5d3461284bacce1168df40e370d/f12d71f14662aa355e7d,asdadadsasdasd,development,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526417a21d8cc543020d4c8cbf590a2/1750b906c8b266840a38,EL-PCL-120517,staging,"drag,dropInside",224.0,768.0,140.0,132.0,,,,,0.0,0.0,600.0,900.0,,,,,,,,,,600.0,900.0,,,
67711b8efe0a5d08f7ac02b210aea972/674a240aa8a1a8e10508,Hood-2,production,tap,0.0,0.0,1710.0,1067.0,-555.0,-130.0,1710.0,1067.0,,,,,,,,,,,,,,600.0,900.0,,,
6b466fec28c4044abf635074e06329e0/33c2768306db6cad3c18,tbs-bodyyogurt-discover-copy,testing,"drag,collide,click",0.0,0.0,600.0,900.0,,,,,0.0,977.0,600.0,900.0,True,0.0,0.0,488.0,98.0,56.0,755.0,488.0,98.0,600.0,900.0,,,
6ba9892c9104f004a38981fb29b938cc/7c8edd3e96eba6d8593d,Santore 1,staging,"drag,dropInside,click",96.0,611.0,400.0,226.0,,,,,0.0,96.0,600.0,434.0,True,165.0,814.0,269.0,45.0,,,,,600.0,900.0,,,
719fbde52072b6dbac0d87879a8b0c16/872704edd60c63cb585f,standard-chartered-gss,testing,"click,collide,slide",0.0,0.0,600.0,900.0,,,,,0.0,976.0,600.0,900.0,True,0.0,0.0,458.0,95.0,74.0,760.0,458.0,95.0,600.0,900.0,,,
9104673503fb949b6b01bb09a52a2f2c/94cc403dbf001a919840,Coors Light simple - MOB-imported,development,"click,collide,slide,parallax-main-bg,parallax-layer4,parallax-layer3,parallax-layer2,parallax-layer1",9.0,330.0,730.0,570.0,,,,,-670.0,0.0,600.0,900.0,True,0.0,0.0,395.0,80.0,102.0,777.0,395.0,80.0,600.0,900.0,,,
9a9c3edd16a4e7548c7cd65dd09cfeb5,TMP BUGGY PSD,development,,,,,,,,,,,,,,,,,,,,,,,,,,,
a19614fe21eb26706e7029d398222574,Burger King - Cheesy BBQ XL-copy,development,"click,collide,slide",0.0,0.0,600.0,900.0,,,,,0.0,990.0,600.0,900.0,True,0.0,0.0,600.0,110.0,0.0,790.0,600.0,110.0,600.0,900.0,,,
a61349c7a0ffcd49c36b842412ab2075,adunit-glasgow-fostering-mob,staging,"drag,dropInside",165.0,167.0,275.0,620.0,,,,,0.0,-2.0,600.0,905.0,,,,,,,,,,600.0,900.0,,,
c0aef74ba489d7a0a87e338851b7a857,COD-600x500-FINAL-2,production,tap,,,,,,,,,,,,,,,,,,,,,,600.0,500.0,,,
c719705b1400da9cab00c42e065415c3/6a140aa9166a7d350f1f,tbs-bodyyogurt-discover,testing,"drag,collide,click",0.0,0.0,600.0,900.0,,,,,0.0,977.0,600.0,900.0,True,0.0,0.0,488.0,98.0,56.0,755.0,488.0,98.0,600.0,900.0,,,
c84e1d298fda92fdeae3e79316f42701/20fc51822a2c7ea2af9f,COD-BO4-copy-copy,production,"tap,click",,,,,0.0,0.0,600.0,900.0,,,,,True,,,,,,,,,600.0,900.0,"448,913","92,235","2,467"
d1f83bcb3aeaa2726407ce6f2dec25cc,Coors Light simple - MOB-imported-copy,production,"click,collide,slide,parallax-main-bg,parallax-layer4,parallax-layer3,parallax-layer2,parallax-layer1",9.0,330.0,730.0,570.0,,,,,-670.0,0.0,600.0,900.0,True,0.0,0.0,395.0,80.0,102.0,777.0,395.0,80.0,600.0,900.0,,,
f590c8ce0e5dc17cecf4c9a4c4cf0722/9828cd91d97e06130d5a,TEST-tesla-mob,testing,"click,drag,collide",42.0,400.0,515.0,1000.0,,,,,0.0,-560.0,600.0,900.0,True,,,,,0.0,220.0,600.0,584.0,600.0,900.0,,,
6e9a158684026f9e696e2d0b448c31b5,YBS Banner,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890bc1498c91182f4ed2b7d2b570782,YBS MPU,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bd50517dd2f446ae4337461781e05e1,test,,drag,15.0,184.0,270.0,51.0,,,,,,,,,,,,,,,,,,300.0,250.0,,,
f95dd8d19f67b57b19fdcf023992cd47,test,development,,,,,,,,,,,,,,,,,,,,,,,,,,,
0023d00867452df6ec4902cb13facb0c/17f840648b1ff5afb5b0,hulu-full-screen-tap-hold-video-2sec-end-screen,production,"tap,click",0.0,0.0,1217.0,1008.0,-403.0,0.0,1217.0,1008.0,,,,,True,0.0,0.0,350.0,69.0,125.0,810.0,350.0,69.0,600.0,900.0,,,
00256984e16b68639cbf5eae33ed714b,ING Banking 1-imported,staging,"click,tap-and-hold",0.0,100.0,600.0,900.0,,,,,,,,,True,0.0,0.0,370.0,93.0,39.0,770.0,370.0,93.0,600.0,900.0,,,
01584b16df0cf9798215c3827c9ea8da/b5461605868a72b209a6,MAC-Destination-1.5-ENG-Fullscreen-imported,staging,"drag,collide",0.0,380.0,598.0,523.0,,,,,0.0,-620.0,600.0,900.0,,,,,,,,,,600.0,900.0,,,
026e5892c6c0981fa8da89468068f618/c1c4ba923257c82956f4,autobacs-christmas-MOB,staging,"drag,collide,click",13.0,380.0,503.0,505.0,,,,,-3.0,908.0,603.0,60.0,True,0.0,0.0,326.0,84.0,139.0,686.0,326.0,84.0,600.0,900.0,,,
03496ac0c34728fa4fa528070337e8bb/aa290e24469f9fad828b,Visit-Britain-Loch-Ness-DE-vid-2,testing,"click,collide,slide",48.0,258.0,497.0,642.0,,,,,-620.0,0.0,600.0,900.0,True,0.0,0.0,334.0,71.0,131.0,639.0,334.0,71.0,600.0,900.0,"197,291","32,546","2,365"
050cb57bee952d79d0b58b950b70a214/8e9324b35052b5a8a02f,adunit-masterpass-qr-mob,staging,"drag,dropInside",59.0,162.0,218.0,445.0,,,,,260.0,5.0,340.0,620.0,,,,,,,,,,600.0,900.0,,,
059124aad66e1fc9293b3b8a055965d9/6f6c71fa82fd78681fe1,exxonmobil-vacuum-MPU-eng-TAP,production,"click,tap",0.0,30.0,600.0,500.0,,,,,,,,,True,0.0,0.0,600.0,500.0,0.0,0.0,600.0,500.0,600.0,500.0,"410,685","70,885","6,065"
065cabf5c9e8bc5ee72d7af88f6a9e70/be5340383016a7de043f,lenovo-920-fr-creative-2,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,
0696ba20a417cd28df5c96171efe1e59/a0f103f0ba10cccbc735,vca-alhambra-christmas-mpu,staging,"click,drag,collide",6.0,239.0,154.0,162.0,77.0,324.0,35.0,52.0,187.0,0.0,600.0,500.0,True,0.0,0.0,382.0,57.0,110.0,417.0,382.0,57.0,600.0,500.0,"122,887","2,799",68
08398f745169cf130862652429de0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09986b410244b3c9b335e27ae3c7bda0/7434ef6071cafc7e32da,hoover-vacuum,testing,"click,collide,slide",246.0,-421.0,775.0,1389.0,,,,,-440.0,0.0,600.0,900.0,True,0.0,0.0,341.0,85.0,135.0,784.0,341.0,85.0,600.0,900.0,,,
0b21c19bb7af0a231a35be9d6659434e/91d0efe89f5f349f2321,Hodder & Stoughton - The Guardians by John Grisham-imported,production,"click,tap-and-hold",0.0,0.0,600.0,900.0,,,,,,,,,True,0.0,0.0,384.0,137.0,110.0,763.0,384.0,137.0,600.0,900.0,"28,481","6,074",77
0ca01522ce7031c40f5907a13cec3f2d/81b67e5c81443070a61a,adunit-swarovski-remix-mpu-new,production,"click,tap",0.0,85.0,600.0,500.0,155.0,406.0,73.0,94.0,,,,,True,0.0,0.0,178.0,40.0,317.0,423.0,178.0,40.0,600.0,500.0,"519,300","50,463",573
0d8c48da35934745ac976288cd214aff,,,"click,slide,collide",19.0,504.0,567.0,396.0,,,,,0.0,-460.0,600.0,900.0,True,0.0,0.0,290.0,50.0,152.0,799.0,290.0,50.0,600.0,900.0,,,
0dd80b8f0b7fc4e7a7b405e473663255/f58b8c23d6a2cf3ad79f,bbm-dana-mpu,production,"click,collide,slide",189.0,2.0,392.0,498.0,,,,,-460.0,0.0,600.0,500.0,True,0.0,0.0,250.0,74.0,173.0,374.0,250.0,74.0,600.0,500.0,"1,943,148","223,806","2,233"
123afd91230418bfe1cd62c70d8d8265/f6b2128d1360acb4bef3,adunit-michael-kors-gigi-eng,staging,"drag,collide",33.0,241.0,533.0,498.0,,,,,0.0,800.0,600.0,900.0,,,,,,,,,,600.0,900.0,,,
16f4c847eee4c441c5511237e195511c/aed8a352a39484c0bbf2,adunit-estee-lauder-oculus,testing,tap,0.0,0.0,600.0,900.0,293.0,559.0,33.0,49.0,,,,,,,,,,,,,,600.0,900.0,"14,130","1,600",0
197c87d89253a1f713c0a5bf0fe1e89e/d01f77b701fcdb2f6b15,adunit-lenovo-legion-MOB,staging,"tap,click",0.0,242.0,600.0,403.0,,,,,,,,,True,0.0,0.0,536.0,80.0,30.0,669.0,536.0,80.0,600.0,900.0,,,
1d02a81d4e348c9973b00ca6676b1f51/90db475d08afd1ee78b5,estee-lauder-daywear,staging,tap-and-hold,0.0,130.0,600.0,900.0,,,,,,,,,,,,,,,,,,600.0,900.0,,,
1d460f897c4abb2e2adb42d93228771a,BMW - 3 Series - MOB-final-build-POST-motorshow-copy,production,"click,collide,slide",1.0,92.0,598.0,806.0,,,,,-680.0,0.0,600.0,900.0,True,0.0,0.0,316.0,59.0,140.0,770.0,316.0,59.0,600.0,900.0,,,
1d5e5de3876a88d454d7631aac98f87d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ddeadb6a900094f7ab42c6460d1c00e/3a110b5ae5cdf458b889,la-mer-moisture-restage-sea-german,production,tap-and-hold,0.0,200.0,600.0,900.0,,,,,,,,,,,,,,,,,,600.0,900.0,"190,459","33,577",0
1e3c3f396fb6b2714cdad54e29395ccb/c4bfb51ad0493d8da196,adunit-skippys-emoji,testing,"collide,slide,click",29.0,332.0,287.0,566.0,,,,,0.0,0.0,600.0,900.0,True,0.0,0.0,250.0,73.0,175.0,800.0,250.0,73.0,600.0,900.0,"312,327","10,539","1,717"
21364ba02c0dbc0f27ab9f6615cbbc3f/91925f0b321f09f93aa7,test,staging,"tap,click",0.0,0.0,1217.0,1008.0,-403.0,0.0,1217.0,1008.0,,,,,True,0.0,0.0,350.0,69.0,125.0,810.0,350.0,69.0,600.0,900.0,,,
225326ea6668de199dc043538b425434/867006c35e9dd5a9f10f,adunit-telford-magic-phase2,staging,"click,drag",87.0,821.0,420.0,56.0,,,,,,,,,True,0.0,618.0,600.0,282.0,107.0,716.0,382.0,72.0,600.0,900.0,,,
22806beeb2c2f5dd4d0a0a41493f09a9/d157320db8dc4418f36f,vca-alhambra-christmas-mpu-copy,staging,"click,tap",0.0,70.0,600.0,500.0,77.0,324.0,35.0,52.0,,,,,True,0.0,0.0,382.0,57.0,110.0,417.0,382.0,57.0,600.0,500.0,"491,240","68,737","1,688"
2287ffe2218bf369ae24cb3a54e3ed6a/4ad5b59c4482eac69b53,adunit-Estee-Lauder-Breast-Cancer-Care,production,"drag,collide,click",43.0,450.0,514.0,602.0,,,,,0.0,-610.0,600.0,900.0,True,0.0,0.0,600.0,900.0,0.0,0.0,600.0,900.0,600.0,900.0,"16,333",802,700
237096b62b3154b2dc2f50a605a64c52,,,"click,tap-and-hold",0.0,0.0,600.0,500.0,,,,,,,,,True,0.0,0.0,600.0,500.0,0.0,500.0,600.0,500.0,600.0,500.0,,,
24efead1699190469d98a2d0ff97a7fc/d27d496fb4b7cb2a72b5,Heineken-cred-copy,staging,"click,shake,parallax-bg-amsterdam,parallax-bg-monaco",-185.0,0.0,945.0,900.0,,,,,,,,,True,0.0,0.0,327.0,89.0,136.0,214.0,327.0,89.0,600.0,900.0,,,
264f64dc868ef3f0d3b9aa62f2731348/c8cbc6665ccdc1df6aec,Visit-Britain-Loch-Ness-fr-vid-2,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828b625b10b7ff485c0a3c926abb754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908992410f1ac537e162b4a4a554acf/2274d427ef95f1cde7a2,qantas-mel-tas-MOB,staging,"click,drag,collide",91.0,655.0,149.0,102.0,,,,,301.0,-5.0,600.0,900.0,True,0.0,0.0,267.0,85.0,163.0,518.0,267.0,85.0,600.0,900.0,,,
2b56b0c470821f91e1ccb8c8faa5f909/0464f5391895c52fbc07,adunit-bose-frames-sight-sound-mob-FR,staging,"drag,collide,click",52.0,433.0,545.0,467.0,,,,,0.0,-510.0,600.0,900.0,True,0.0,0.0,350.0,80.0,124.0,779.0,350.0,80.0,600.0,900.0,"148,327","16,988","1,138"
2b6976671836ee4e68d837ab93dc2b36,,,"click,tap",0.0,0.0,957.0,1476.0,61.0,444.0,957.0,1476.0,,,,,True,0.0,0.0,514.0,134.0,278.0,1293.0,514.0,134.0,1080.0,1920.0,,,
2be705b2dc1025d0a07d3cc7ab411dce,,,"click,drag,dropInside",38.0,549.0,154.0,162.0,153.0,638.0,35.0,52.0,,,,,True,,,,,77.0,800.0,444.0,66.0,600.0,900.0,,,
2cb3e367a56153e17aafa555ecd7cca9/0c12e35b25239d3ac569,adunit-mbs-come-alive-japan-copy,production,"click,collide,slide",80.0,157.0,442.0,569.0,,,,,0.0,790.0,600.0,900.0,True,0.0,0.0,346.0,81.0,125.0,745.0,346.0,81.0,600.0,900.0,"1,565,306","123,494","14,007"
2d103bc3f3f0aca75da72483724137d0/919f17de51dbefa097ae,ikea-arts-event-MOB,testing,"click,tap-and-hold",0.0,150.0,600.0,900.0,,,,,,,,,True,0.0,0.0,427.0,65.0,86.0,790.0,427.0,65.0,600.0,900.0,,,
2f1f1b51c6dd3a9e2fa8312a9727c1f0/7e7bce39c945a80e3a90,crew-sock,production,"click,collide,slide",146.0,689.0,799.0,1205.0,,,,,0.0,-1350.0,1080.0,1920.0,True,0.0,0.0,514.0,134.0,278.0,1353.0,514.0,134.0,1080.0,1920.0,"1,731","1,445",187
2fc2e12bb87141bd7e9289c61c0a6794,crew-clothing-sockbag.psd,production,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048634f808c27ae69d41e7979188038/c86ebb976e3690eae2a1,Lego-Build-imported,production,"parallax-bg-parallex,shake,click",-500.0,0.0,1614.0,903.0,,,,,,,,,True,0.0,0.0,223.0,70.0,187.0,764.0,223.0,70.0,600.0,900.0,"107,203","1,249",45
3496cbd19d375c70a39ba93c087ac135/6c790744640a7cc4d25a,adunit-desperados-halloween-mob,staging,"drag,collide,click",0.0,3.0,600.0,900.0,,,,,0.0,-94.0,600.0,71.0,True,0.0,544.0,600.0,356.0,33.0,631.0,291.0,102.0,600.0,900.0,,,
39a61d49f502047c9782198f5a10f078/5e4d0b1b597ec47a0053,adunit-michael-kors-gigi-arabic,staging,"drag,collide",33.0,241.0,533.0,498.0,,,,,0.0,800.0,600.0,900.0,,,,,,,,,,600.0,900.0,"1,898",63,0
39ebc31d1cb7bc7b4434bf6fd1deaaac/a57aff7b93f3bc7d6927,adunit-clé-de-peau-lipstick-copy,testing,"click,collide,slide",280.0,120.0,366.0,629.0,,,,,-360.0,0.0,600.0,900.0,True,0.0,0.0,600.0,85.0,0.0,815.0,600.0,85.0,600.0,900.0,,,
3b6edaf960a25bdb7fd471970729a0be/219f7142bf4ecf459abc,Nike Joyride - spanish,staging,"click,drag,collide",66.0,174.0,467.0,588.0,,,,,670.0,0.0,600.0,900.0,True,0.0,0.0,600.0,900.0,0.0,0.0,600.0,900.0,600.0,900.0,,,
3cda12925babd5fded938f0ec04d3ec4/26ea95bcacdb5f2edc31,adunit-e-l-bronze-goddess,testing,shake,,,,,,,,,,,,,,,,,,,,,,600.0,900.0,,,
3cef39ca00a33cf0f241c25ae510b0a5/89f1a9c9043877c2c2ff,adunit-stanley-fatmax-power-tools,staging,"click,tap-and-hold",40.0,100.0,600.0,900.0,,,,,,,,,True,0.0,0.0,269.0,80.0,165.0,764.0,269.0,80.0,600.0,900.0,"23,138","7,777",848
3e9f782db706e5e5afd33bb84d3ef09b/542c99f3e68a398be44d,cle-de-peau-lipstick-new-copy,production,"click,collide,slide",145.0,224.0,349.0,581.0,,,,,-510.0,0.0,600.0,900.0,True,0.0,0.0,600.0,85.0,0.0,808.0,600.0,85.0,600.0,900.0,"91,745","1,473",60
3ee66516f43832ac3ff0be47e8e3b033/ff2476cab738ecc7e1b9,adunit-maybank-lucky-draw,production,"click,shake",,,,,,,,,,,,,True,0.0,0.0,310.0,67.0,155.0,693.0,310.0,67.0,600.0,900.0,,,
3f78c80a6efade724e00b1e3b1c85a3c/d33e4ec331513fdafab4,ExxonMobil - Corporate 2019 - Phase II - FRENCH UK-v3-discl-TAP,production,"click,tap",0.0,150.0,600.0,900.0,,,,,,,,,True,0.0,0.0,598.0,112.0,,,,,600.0,900.0,"382,695","39,945","4,426"
411f274d31cd81835e0d8d354153cacc/de8d72eaa3eb1634bb3a,vca-alhambra-christmas-copy,staging,"click,tap",0.0,90.0,600.0,900.0,113.0,635.0,35.0,52.0,,,,,True,0.0,0.0,444.0,66.0,77.0,800.0,444.0,66.0,600.0,900.0,"19,579","2,252",50
41f3ae0e204adab50b27525760fad194/bdef3008b1a7dfca5df7,bf5-rebuild-1-amended-copy,production,"click,collide,slide",18.0,177.0,565.0,723.0,,,,,0.0,-786.0,600.0,900.0,True,0.0,0.0,243.0,74.0,178.0,678.0,243.0,74.0,600.0,900.0,11,2,1
436ff75386b36d1233daa6da13b0b162/18b32fede4384839b6e8,c2c-london-feb-MOB,staging,"click,tilt",,,,,,,,,,,,,True,0.0,0.0,514.0,100.0,43.0,588.0,514.0,100.0,600.0,900.0,,,
44c9465cf6208f8da5082b87748004be/88d32374e62c3483afa3,CBS - Grammy's - MPU - Sunday -  FINAL Swipe-imported,staging,"click,tap",0.0,0.0,600.0,500.0,,,,,,,,,True,0.0,0.0,311.0,70.0,260.0,357.0,311.0,70.0,600.0,500.0,"444,862","80,347",450
44e18134ee2dbe2eeeffa18c7abb2a4a/edc4dc0a9044f9f7d452,adunit-which-eng-ples-mpu,production,"click,collide,slide",0.0,55.0,510.0,444.0,,,,,560.0,0.0,600.0,500.0,True,0.0,0.0,600.0,419.0,0.0,81.0,600.0,419.0,600.0,500.0,"18,370","4,332",717
45723b0955d882590fa994a11aa7caba/edf8dcffb1f8575d6eb4,estee-lauder-night-serum-eng1-copy,testing,"click,slide,collide",135.0,155.0,335.0,662.0,,,,,0.0,-502.0,600.0,900.0,True,0.0,0.0,519.0,101.0,39.0,779.0,519.0,101.0,600.0,900.0,,,
474f7a105fe06cbd0ee5832d3f6f8b36/65749b81af341f6c5c41,BUILD-MPU-clé-de-peau-lipstick,production,"click,drag,collide",194.0,133.0,349.0,358.0,,,,,0.0,0.0,600.0,500.0,True,0.0,0.0,301.0,66.0,148.0,427.0,301.0,66.0,600.0,500.0,"579,993","39,217",897
47b5341635b0b51875d5829efd36d9a7/f0c56baa0ffb53e1863a,clinique-surge-2,testing,"tilt,parallax-front,parallax-drops,parallax-middle,parallax-bg,parallax-bg-1",-101.0,0.0,763.0,900.0,,,,,,,,,,,,,,,,,,600.0,900.0,,,
47bf5fef35e4f88c9d2f29d2c5ef4bc3/9395c88380471d812dc5,mpu-bose-frames-sight-sound-GER,staging,"click,drag,collide",3.0,142.0,593.0,356.0,,,,,0.0,-420.0,600.0,500.0,True,0.0,0.0,600.0,900.0,1.0,-156.0,600.0,900.0,600.0,500.0,"190,435","63,922","32,652"
4963ca267ecd005519a2df3b87a604f7,adunit-michael-kors-gigi-eng,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bfd59e4cfab955a8ad17666e75d7c5e/7e7268b98cb7b0995560,all-new-ford-focus-int,production,"click,tap",0.0,40.0,600.0,900.0,,,,,,,,,True,0.0,0.0,336.0,25.0,130.0,641.0,336.0,25.0,600.0,900.0,"1,679,452","236,238","23,150"
4c82b5dffe2d2420ed60f3762dc0048d/b1f57a3965fef618f9d3,BUILD-creative-screen-snap,staging,"click,paint",-1.0,0.0,1111.0,1920.0,,,,,,,,,True,0.0,0.0,344.0,92.0,368.0,1436.0,344.0,92.0,1080.0,1920.0,,,
4d739de541ede0848bc9e352ce47d1d6,,,"click,collide,slide",189.0,2.0,392.0,498.0,,,,,-460.0,0.0,600.0,500.0,True,0.0,0.0,250.0,74.0,173.0,374.0,250.0,74.0,600.0,500.0,,,
4d833ecd505f6a403285572d1885b956,adunit-aldar-watersegde-2,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fc4b627ca3eeca5c82710cabe858c87/aaa5d2e940676008f869,adunit-swarovski-remix-mpu,testing,"click,tap",0.0,60.0,300.0,250.0,68.0,212.0,30.0,38.0,,,,,True,0.0,0.0,87.0,21.0,157.0,218.0,87.0,21.0,300.0,250.0,,,
5122be8b525e9309db2e2418a7cc6d9a/a8c76de719e82cb90f5a,ihg-kimpton-hotels,production,"click,drag,collide",0.0,0.0,600.0,905.0,,,,,0.0,-950.0,600.0,900.0,True,0.0,0.0,218.0,61.0,192.0,695.0,218.0,61.0,600.0,900.0,"137,055","57,650","10,353"
51278a4d246147de67938d8bf6a0bab6/ae57d9f4b191cabcfa91,Longchamp-creative-2-BURGUNDY-MPU,production,"click,collide,slide",19.0,211.0,567.0,289.0,,,,,0.0,-340.0,600.0,500.0,True,0.0,0.0,290.0,50.0,153.0,419.0,290.0,50.0,600.0,500.0,"125,246","19,970",562
52f1ba17b455386a15113a56733e3eff/8f6fb221ace503bb42f0,rast-crew-clothing-slipper,staging,"click,shake",,,,,,,,,,,,,True,0.0,0.0,514.0,134.0,278.0,1353.0,514.0,134.0,1080.0,1920.0,50,14,7
533441921be39fecaef2a9ca6b11f9e5/bcc7b5b6593f1e82210c,Tom Ford - Soleil Neige - Arabic,production,tap-and-hold,0.0,0.0,600.0,900.0,,,,,,,,,,,,,,,,,,600.0,900.0,"31,412","8,959",0
5355d41710815c24e2fc2fc8b7bca585/d5dfa12f1886d31c1c72,vca-poetic-complications,staging,"click,tap-and-hold",0.0,90.0,600.0,900.0,,,,,,,,,True,0.0,0.0,442.0,68.0,78.0,780.0,442.0,68.0,600.0,900.0,"54,254","6,923","1,778"
53583101cd8036e8bc30f6b37871e1fa/d540d9a6fd02148480e7,adunit-nike-joyride-MPU-italian,staging,"click,drag,collide",0.0,0.0,584.0,502.0,,,,,610.0,0.0,600.0,500.0,True,0.0,0.0,156.0,46.0,390.0,435.0,156.0,46.0,600.0,500.0,,,
54af8db9b442fbc539916020d6fe4572/50497dd2ed213ce0d80d,adunit-e-l-bronze-goddess-copy,testing,shake,,,,,,,,,,,,,,,,,,,,,,600.0,900.0,,,
55a5b5d4259a7779ce8065b522af01f0/cb448145af5f653c4743,build-bic-mac-bacon,staging,"tap,click",0.0,0.0,1217.0,1008.0,-403.0,0.0,1217.0,1008.0,,,,,True,0.0,0.0,350.0,69.0,125.0,810.0,350.0,69.0,600.0,900.0,,,
55c183fe0b94bf6fabc771cbd5a608d6/54ef165bb8f9c8ba4696,louis-vuitton,testing,"click,tap",0.0,0.0,550.0,726.0,29.0,130.0,550.0,726.0,,,,,True,0.0,0.0,280.0,52.0,160.0,796.0,280.0,52.0,600.0,900.0,,,
566315ef247269cc0cf36cc9a79b78b5/2c8a0643f175431454c6,estee-lauder-night-serum-eng1,staging,"click,slide,collide",135.0,155.0,335.0,662.0,,,,,0.0,-502.0,600.0,900.0,True,0.0,0.0,519.0,101.0,39.0,779.0,519.0,101.0,600.0,900.0,,,
5a46fe0754d8ff38d8068a457e0fd027/9585505d1c33e676478c,TEMPLATE - tap gallery 1-bledina-test,staging,"tap,click",0.0,0.0,600.0,900.0,,,,,,,,,True,0.0,0.0,100.0,100.0,250.0,732.0,100.0,100.0,600.0,900.0,,,
5aabbc2f8ab310a3668ced1edd734d55/b7b81de2629d438c1cef,ExxonMobil - Corporate 2019 - Phase II - DUTCH-v2-copy,production,"click,drag,collide",2.0,63.0,595.0,835.0,,,,,0.0,950.0,600.0,900.0,True,0.0,0.0,598.0,112.0,,,,,600.0,900.0,"100,794","3,046",669
5ac3f2cc3637e46ae464d6e7f3cb1b33/856b30e7aa3989fdddde,adunit-world-vision-summer,production,"click,collide,slide",0.0,239.0,600.0,261.0,,,,,0.0,-310.0,600.0,500.0,True,0.0,0.0,379.0,99.0,109.0,427.0,379.0,99.0,600.0,500.0,"40,661","3,986",182
5b04d25e561556b20ca347f89beb74c2/b8564b3d0c8a0a532d0a,ExxonMobil - Corporate 2019 - Phase II - FR,production,"click,drag,collide",2.0,63.0,595.0,835.0,,,,,0.0,950.0,600.0,900.0,True,0.0,0.0,598.0,112.0,,,,,600.0,900.0,,,
5b8bf2f84475b5aa4fc7be0ff6a9debc/2e98da565c0c974c179b,adunit-barnet-college-mob,staging,"tap,click",0.0,0.0,600.0,900.0,,,,,,,,,True,0.0,391.0,600.0,507.0,42.0,816.0,363.0,43.0,600.0,900.0,,,
62d3cb2e4f84ee2bc5b43c9aba80cbaa/54bf7761f56269a7b04f,berghaus-waterproof-MOB,staging,"drag,collide,click",0.0,0.0,600.0,900.0,,,,,638.0,-1.0,116.0,899.0,True,0.0,294.0,600.0,277.0,175.0,410.0,218.0,45.0,600.0,900.0,,,
63f67675b91d220c1c70c7a3cdd3e0ba/2a86e736c9ad292d81d0,Visit-Britain-Loch-Ness-DE-vid-1,staging,"click,collide,slide",48.0,258.0,497.0,642.0,,,,,-620.0,0.0,600.0,900.0,True,0.0,0.0,334.0,71.0,131.0,639.0,334.0,71.0,600.0,900.0,"396,699","65,379","4,290"
